system_dacs,tot_energy_dacs,M1,M2,heteroatom_dacs,basic_cavity_dacs,cavity,cavity_v2,cavity_3,M1_cavity,cavity_4,M2_cavity,system_sacs_pristine,tot_energy_sacs_pristine,heteroatom_sacs_pristine,basic_cavity_sacs_pristine,metal,Ecoh,atomic_mass,vdw_radius,r_cov_sb,r_cov_db,dipole_polarizability,ionic_radii_crystals,d_center_sp,Paul_electroneg,MB_electroneg,electron_affinity,covalent_radius,atomic_number,Ion_energ_I,Ion_energ_II,Zung_radius,Coh_radius,Waber_radius,mied_param_h,mied_param_phi,HOMO ,LUMO,mag_moment_bulk_d, E_Fermi,E_Fermi2,Ecoh_m1,system,tot_energy_M2,Edft_fe
Ag_Fe_N_din6_s_c2_02,-609.918,Ag,Fe,N,din6,N_din6_s_c2_02,N_din6_s_c2_02,2,Ag_N_din6_s_c2_02,din6_s,Fe_N_din6_s_c2_02,N_din6_s_c2_02,-598.852,N,din6,Ag,-3.20700575,107.8682,211,128,139,55.0,0.67,-4.428868,1.93,1.07,1.302,145,47,7.576234,21.4844,1.045,1.33,1.286,1.39,4.45,-4.6571,-3.8832,36.830452,0,0.1,-3.20700575,Fe_N_din6_s_c2_02,-608.204,1.493005749999952
Au_Fe_N_din6_s_c2_02,-610.206,Au,Fe,N,din6,N_din6_s_c2_02,N_din6_s_c2_02,2,Au_N_din6_s_c2_02,din6_s,Fe_N_din6_s_c2_02,N_din6_s_c2_02,-598.852,N,din6,Au,-3.8767095,196.966569,214,124,121,36.0,0.68,-4.095292,2.4,1.19,2.30863,136,79,9.225553,20.203,1.21,1.45,1.187,1.57,5.15,-6.623,-5.2894,36.974733,1,1.1,-3.8767095,Fe_N_din6_s_c2_02,-608.204,1.8747094999998808
Cd_Fe_N_din6_s_c2_02,-608.89,Cd,Fe,N,din6,N_din6_s_c2_02,N_din6_s_c2_02,2,Cd_N_din6_s_c2_02,din6_s,Fe_N_din6_s_c2_02,N_din6_s_c2_02,-598.852,N,din6,Cd,-1.2330587,112.414,218,136,144,46.0,0.78,-9.00195,1.69,1.4,-0.72,144,48,8.993822,16.908312,0.985,1.23,1.184,1.24,4.05,-5.5936,-1.1349,18.447707,2,2.1,-1.2330587,Fe_N_din6_s_c2_02,-608.204,0.5470586999999796
Co_Fe_N_din6_s_c2_02,-614.775,Co,Fe,N,din6,N_din6_s_c2_02,N_din6_s_c2_02,2,Co_N_din6_s_c2_02,din6_s,Fe_N_din6_s_c2_02,N_din6_s_c2_02,-598.852,N,din6,Co,-7.3844395,58.933194,200,111,103,55.0,0.58,-2.118685,1.88,1.72,0.6622,126,27,7.88101,17.0844,0.92,1.1,1.181,1.75,5.1,-3.9514,-3.8452,12.365391,3,3.1,-7.3844395,Fe_N_din6_s_c2_02,-608.204,0.8134394999999586
Cu_Fe_N_din6_s_c2_02,-611.684,Cu,Fe,N,din6,N_din6_s_c2_02,N_din6_s_c2_02,2,Cu_N_din6_s_c2_02,din6_s,Fe_N_din6_s_c2_02,N_din6_s_c2_02,-598.852,N,din6,Cu,-4.23458825,63.546,196,112,115,46.5,0.57,-2.926845,1.9,1.08,1.235,132,29,7.72638,20.29239,0.88,1.16,1.191,1.47,4.55,-4.8401,-4.0099,36.542172,4,4.1,-4.23458825,Fe_N_din6_s_c2_02,-608.204,0.7545882499999834
Fe_Fe_N_din6_s_c2_02,-615.987,Fe,Fe,N,din6,N_din6_s_c2_02,N_din6_s_c2_02,2,Fe_N_din6_s_c2_02,din6_s,Fe_N_din6_s_c2_02,N_din6_s_c2_02,-598.852,N,din6,Fe,-8.6197175,55.845,204,116,109,62.0,0.63,-1.906729,1.83,1.67,0.151,132,26,7.9024678,16.1992,0.95,1.16,1.227,1.77,4.93,-3.5769,-3.5542,12.365391,5,5.1,-8.6197175,Fe_N_din6_s_c2_02,-608.204,0.8367174999999634
Ir_Fe_N_din6_s_c2_02,-615.943,Ir,Fe,N,din6,N_din6_s_c2_02,N_din6_s_c2_02,2,Ir_N_din6_s_c2_02,din6_s,Fe_N_din6_s_c2_02,N_din6_s_c2_02,-598.852,N,din6,Ir,-9.56008375,192.217,213,122,115,54.0,0.68,-3.868823,2.2,1.87,1.5638,141,77,8.96702,17.0,1.16,1.468,1.227,1.83,5.55,-4.68,-4.614,27.414532,6,6.1,-9.56008375,Fe_N_din6_s_c2_02,-608.204,1.821083749999957
Ni_Fe_N_din6_s_c2_02,-613.518,Ni,Fe,N,din6,N_din6_s_c2_02,N_din6_s_c2_02,2,Ni_N_din6_s_c2_02,din6_s,Fe_N_din6_s_c2_02,N_din6_s_c2_02,-598.852,N,din6,Ni,-5.86878875,58.6934,197,110,101,49.0,0.49,-2.07977,1.91,1.76,1.156,124,28,7.639877,18.168837,0.96,1.22,1.139,1.75,5.2,-3.8312,-3.8116,32.738905,7,7.1,-5.86878875,Fe_N_din6_s_c2_02,-608.204,0.5547887499999433
Os_Fe_N_din6_s_c2_02,-617.773,Os,Fe,N,din6,N_din6_s_c2_02,N_din6_s_c2_02,2,Os_N_din6_s_c2_02,din6_s,Fe_N_din6_s_c2_02,N_din6_s_c2_02,-598.852,N,din6,Os,-11.839378,190.23,216,129,116,57.0,0.39,-3.768764,2.2,1.85,1.1,144,76,8.43823,17.0,1.17,1.48,1.266,1.85,5.4,-4.8388,-4.7568,11.933888,8,8.1,-11.839378,Fe_N_din6_s_c2_02,-608.204,2.270377999999937
Pd_Fe_N_din6_s_c2_02,-613.067,Pd,Fe,N,din6,N_din6_s_c2_02,N_din6_s_c2_02,2,Pd_N_din6_s_c2_02,din6_s,Fe_N_din6_s_c2_02,N_din6_s_c2_02,-598.852,N,din6,Pd,-5.79450325,106.42,210,120,117,26.14,0.64,-2.545322,2.2,2.08,0.562,139,46,8.33686,19.43,1.08,1.37,0.0,1.67,5.45,-3.9539,-3.2835,33.052647,9,9.1,-5.79450325,Fe_N_din6_s_c2_02,-608.204,0.9315032499999916
Pt_Fe_N_din6_s_c2_02,-613.609,Pt,Fe,N,din6,N_din6_s_c2_02,N_din6_s_c2_02,2,Pt_N_din6_s_c2_02,din6_s,Fe_N_din6_s_c2_02,N_din6_s_c2_02,-598.852,N,din6,Pt,-6.8665185,195.084,213,123,112,48.0,0.6,-3.353229,2.2,1.91,2.128,136,78,8.95883,18.56,1.24,1.46,1.221,1.78,5.65,-5.3211,-5.2186,31.475568,10,10.1,-6.8665185,Fe_N_din6_s_c2_02,-608.204,1.4615184999998974
Rh_Fe_N_din6_s_c2_02,-615.116,Rh,Fe,N,din6,N_din6_s_c2_02,N_din6_s_c2_02,2,Rh_N_din6_s_c2_02,din6_s,Fe_N_din6_s_c2_02,N_din6_s_c2_02,-598.852,N,din6,Rh,-7.850822,102.9055,210,125,110,66.0,0.665,-3.069932,2.28,1.99,1.137,142,45,7.4589,18.08,1.11,1.41,1.364,1.76,5.4,-4.6611,-4.2897,29.253779,11,11.1,-7.850822,Fe_N_din6_s_c2_02,-608.204,0.9388219999999592
Ru_Fe_N_din6_s_c2_02,-616.76,Ru,Fe,N,din6,N_din6_s_c2_02,N_din6_s_c2_02,2,Ru_N_din6_s_c2_02,din6_s,Fe_N_din6_s_c2_02,N_din6_s_c2_02,-598.852,N,din6,Ru,-9.8124665,101.07,213,125,114,72.0,0.68,-3.193722,2.2,1.97,1.05,146,44,7.3605,16.76,1.145,1.46,1.41,1.83,5.4,-3.9951,-3.6556,13.072705,12,12.1,-9.8124665,Fe_N_din6_s_c2_02,-608.204,1.2564664999999877
Zn_Fe_N_din6_s_c2_02,-610.256,Zn,Fe,N,din6,N_din6_s_c2_02,N_din6_s_c2_02,2,Zn_N_din6_s_c2_02,din6_s,Fe_N_din6_s_c2_02,N_din6_s_c2_02,-598.852,N,din6,Zn,-1.61724415,65.38,201,118,120,38.67,0.6,-7.791121,1.65,1.44,-0.62,122,30,9.394199,17.96439,0.82,1.06,1.065,1.32,4.1,-3.0469,-2.5297,20.965413,13,13.1,-1.61724415,Fe_N_din6_s_c2_02,-608.204,-0.43475584999998773
Ag_Fe_N_din6_s_c2_12,-610.513,Ag,Fe,N,din6,N_din6_s_c2_12,N_din6_s_c2_12,2,Ag_N_din6_s_c2_12,din6_s,Fe_N_din6_s_c2_12,N_din6_s_c2_12,-598.699,N,din6,Ag,-3.20700575,107.8682,211,128,139,55.0,0.67,-4.428868,1.93,1.07,1.302,145,47,7.576234,21.4844,1.045,1.33,1.286,1.39,4.45,-4.6571,-3.8832,36.830452,0,0.1,-3.20700575,Fe_N_din6_s_c2_12,-608.705,1.3990057500000148
Au_Fe_N_din6_s_c2_12,-610.83,Au,Fe,N,din6,N_din6_s_c2_12,N_din6_s_c2_12,2,Au_N_din6_s_c2_12,din6_s,Fe_N_din6_s_c2_12,N_din6_s_c2_12,-598.699,N,din6,Au,-3.8767095,196.966569,214,124,121,36.0,0.68,-4.095292,2.4,1.19,2.30863,136,79,9.225553,20.203,1.21,1.45,1.187,1.57,5.15,-6.623,-5.2894,36.974733,1,1.1,-3.8767095,Fe_N_din6_s_c2_12,-608.705,1.7517094999999472
Cd_Fe_N_din6_s_c2_12,-609.145,Cd,Fe,N,din6,N_din6_s_c2_12,N_din6_s_c2_12,2,Cd_N_din6_s_c2_12,din6_s,Fe_N_din6_s_c2_12,N_din6_s_c2_12,-598.699,N,din6,Cd,-1.2330587,112.414,218,136,144,46.0,0.78,-9.00195,1.69,1.4,-0.72,144,48,8.993822,16.908312,0.985,1.23,1.184,1.24,4.05,-5.5936,-1.1349,18.447707,2,2.1,-1.2330587,Fe_N_din6_s_c2_12,-608.705,0.7930587000000742
Co_Fe_N_din6_s_c2_12,-614.934,Co,Fe,N,din6,N_din6_s_c2_12,N_din6_s_c2_12,2,Co_N_din6_s_c2_12,din6_s,Fe_N_din6_s_c2_12,N_din6_s_c2_12,-598.699,N,din6,Co,-7.3844395,58.933194,200,111,103,55.0,0.58,-2.118685,1.88,1.72,0.6622,126,27,7.88101,17.0844,0.92,1.1,1.181,1.75,5.1,-3.9514,-3.8452,12.365391,3,3.1,-7.3844395,Fe_N_din6_s_c2_12,-608.705,1.1554395000000568
Cu_Fe_N_din6_s_c2_12,-612.156,Cu,Fe,N,din6,N_din6_s_c2_12,N_din6_s_c2_12,2,Cu_N_din6_s_c2_12,din6_s,Fe_N_din6_s_c2_12,N_din6_s_c2_12,-598.699,N,din6,Cu,-4.23458825,63.546,196,112,115,46.5,0.57,-2.926845,1.9,1.08,1.235,132,29,7.72638,20.29239,0.88,1.16,1.191,1.47,4.55,-4.8401,-4.0099,36.542172,4,4.1,-4.23458825,Fe_N_din6_s_c2_12,-608.705,0.7835882500000935
Fe_Fe_N_din6_s_c2_12,-616.382,Fe,Fe,N,din6,N_din6_s_c2_12,N_din6_s_c2_12,2,Fe_N_din6_s_c2_12,din6_s,Fe_N_din6_s_c2_12,N_din6_s_c2_12,-598.699,N,din6,Fe,-8.6197175,55.845,204,116,109,62.0,0.63,-1.906729,1.83,1.67,0.151,132,26,7.9024678,16.1992,0.95,1.16,1.227,1.77,4.93,-3.5769,-3.5542,12.365391,5,5.1,-8.6197175,Fe_N_din6_s_c2_12,-608.705,0.9427175000000716
Ir_Fe_N_din6_s_c2_12,-615.939,Ir,Fe,N,din6,N_din6_s_c2_12,N_din6_s_c2_12,2,Ir_N_din6_s_c2_12,din6_s,Fe_N_din6_s_c2_12,N_din6_s_c2_12,-598.699,N,din6,Ir,-9.56008375,192.217,213,122,115,54.0,0.68,-3.868823,2.2,1.87,1.5638,141,77,8.96702,17.0,1.16,1.468,1.227,1.83,5.55,-4.68,-4.614,27.414532,6,6.1,-9.56008375,Fe_N_din6_s_c2_12,-608.705,2.326083750000066
Ni_Fe_N_din6_s_c2_12,-613.657,Ni,Fe,N,din6,N_din6_s_c2_12,N_din6_s_c2_12,2,Ni_N_din6_s_c2_12,din6_s,Fe_N_din6_s_c2_12,N_din6_s_c2_12,-598.699,N,din6,Ni,-5.86878875,58.6934,197,110,101,49.0,0.49,-2.07977,1.91,1.76,1.156,124,28,7.639877,18.168837,0.96,1.22,1.139,1.75,5.2,-3.8312,-3.8116,32.738905,7,7.1,-5.86878875,Fe_N_din6_s_c2_12,-608.705,0.9167887500000234
Os_Fe_N_din6_s_c2_12,-617.036,Os,Fe,N,din6,N_din6_s_c2_12,N_din6_s_c2_12,2,Os_N_din6_s_c2_12,din6_s,Fe_N_din6_s_c2_12,N_din6_s_c2_12,-598.699,N,din6,Os,-11.839378,190.23,216,129,116,57.0,0.39,-3.768764,2.2,1.85,1.1,144,76,8.43823,17.0,1.17,1.48,1.266,1.85,5.4,-4.8388,-4.7568,11.933888,8,8.1,-11.839378,Fe_N_din6_s_c2_12,-608.705,3.508378000000107
Pd_Fe_N_din6_s_c2_12,-613.329,Pd,Fe,N,din6,N_din6_s_c2_12,N_din6_s_c2_12,2,Pd_N_din6_s_c2_12,din6_s,Fe_N_din6_s_c2_12,N_din6_s_c2_12,-598.699,N,din6,Pd,-5.79450325,106.42,210,120,117,26.14,0.64,-2.545322,2.2,2.08,0.562,139,46,8.33686,19.43,1.08,1.37,0.0,1.67,5.45,-3.9539,-3.2835,33.052647,9,9.1,-5.79450325,Fe_N_din6_s_c2_12,-608.705,1.170503250000138
Pt_Fe_N_din6_s_c2_12,-613.717,Pt,Fe,N,din6,N_din6_s_c2_12,N_din6_s_c2_12,2,Pt_N_din6_s_c2_12,din6_s,Fe_N_din6_s_c2_12,N_din6_s_c2_12,-598.699,N,din6,Pt,-6.8665185,195.084,213,123,112,48.0,0.6,-3.353229,2.2,1.91,2.128,136,78,8.95883,18.56,1.24,1.46,1.221,1.78,5.65,-5.3211,-5.2186,31.475568,10,10.1,-6.8665185,Fe_N_din6_s_c2_12,-608.705,1.8545185000000401
Rh_Fe_N_din6_s_c2_12,-615.047,Rh,Fe,N,din6,N_din6_s_c2_12,N_din6_s_c2_12,2,Rh_N_din6_s_c2_12,din6_s,Fe_N_din6_s_c2_12,N_din6_s_c2_12,-598.699,N,din6,Rh,-7.850822,102.9055,210,125,110,66.0,0.665,-3.069932,2.28,1.99,1.137,142,45,7.4589,18.08,1.11,1.41,1.364,1.76,5.4,-4.6611,-4.2897,29.253779,11,11.1,-7.850822,Fe_N_din6_s_c2_12,-608.705,1.5088220000000092
Ru_Fe_N_din6_s_c2_12,-616.115,Ru,Fe,N,din6,N_din6_s_c2_12,N_din6_s_c2_12,2,Ru_N_din6_s_c2_12,din6_s,Fe_N_din6_s_c2_12,N_din6_s_c2_12,-598.699,N,din6,Ru,-9.8124665,101.07,213,125,114,72.0,0.68,-3.193722,2.2,1.97,1.05,146,44,7.3605,16.76,1.145,1.46,1.41,1.83,5.4,-3.9951,-3.6556,13.072705,12,12.1,-9.8124665,Fe_N_din6_s_c2_12,-608.705,2.4024665000000596
Zn_Fe_N_din6_s_c2_12,-610.304,Zn,Fe,N,din6,N_din6_s_c2_12,N_din6_s_c2_12,2,Zn_N_din6_s_c2_12,din6_s,Fe_N_din6_s_c2_12,N_din6_s_c2_12,-598.699,N,din6,Zn,-1.61724415,65.38,201,118,120,38.67,0.6,-7.791121,1.65,1.44,-0.62,122,30,9.394199,17.96439,0.82,1.06,1.065,1.32,4.1,-3.0469,-2.5297,20.965413,13,13.1,-1.61724415,Fe_N_din6_s_c2_12,-608.705,0.01824415000010049
Ag_Fe_N_din6_s_c2_15,-609.877,Ag,Fe,N,din6,N_din6_s_c2_15,N_din6_s_c2_15,2,Ag_N_din6_s_c2_15,din6_s,Fe_N_din6_s_c2_15,N_din6_s_c2_15,-598.852,N,din6,Ag,-3.20700575,107.8682,211,128,139,55.0,0.67,-4.428868,1.93,1.07,1.302,145,47,7.576234,21.4844,1.045,1.33,1.286,1.39,4.45,-4.6571,-3.8832,36.830452,0,0.1,-3.20700575,Fe_N_din6_s_c2_15,-608.202,1.532005750000053
Au_Fe_N_din6_s_c2_15,-610.551,Au,Fe,N,din6,N_din6_s_c2_15,N_din6_s_c2_15,2,Au_N_din6_s_c2_15,din6_s,Fe_N_din6_s_c2_15,N_din6_s_c2_15,-598.852,N,din6,Au,-3.8767095,196.966569,214,124,121,36.0,0.68,-4.095292,2.4,1.19,2.30863,136,79,9.225553,20.203,1.21,1.45,1.187,1.57,5.15,-6.623,-5.2894,36.974733,1,1.1,-3.8767095,Fe_N_din6_s_c2_15,-608.202,1.5277094999999008
Cd_Fe_N_din6_s_c2_15,-608.89,Cd,Fe,N,din6,N_din6_s_c2_15,N_din6_s_c2_15,2,Cd_N_din6_s_c2_15,din6_s,Fe_N_din6_s_c2_15,N_din6_s_c2_15,-598.852,N,din6,Cd,-1.2330587,112.414,218,136,144,46.0,0.78,-9.00195,1.69,1.4,-0.72,144,48,8.993822,16.908312,0.985,1.23,1.184,1.24,4.05,-5.5936,-1.1349,18.447707,2,2.1,-1.2330587,Fe_N_din6_s_c2_15,-608.202,0.5450587000000269
Co_Fe_N_din6_s_c2_15,-615.155,Co,Fe,N,din6,N_din6_s_c2_15,N_din6_s_c2_15,2,Co_N_din6_s_c2_15,din6_s,Fe_N_din6_s_c2_15,N_din6_s_c2_15,-598.852,N,din6,Co,-7.3844395,58.933194,200,111,103,55.0,0.58,-2.118685,1.88,1.72,0.6622,126,27,7.88101,17.0844,0.92,1.1,1.181,1.75,5.1,-3.9514,-3.8452,12.365391,3,3.1,-7.3844395,Fe_N_din6_s_c2_15,-608.202,0.4314395000000104
Cu_Fe_N_din6_s_c2_15,-611.899,Cu,Fe,N,din6,N_din6_s_c2_15,N_din6_s_c2_15,2,Cu_N_din6_s_c2_15,din6_s,Fe_N_din6_s_c2_15,N_din6_s_c2_15,-598.852,N,din6,Cu,-4.23458825,63.546,196,112,115,46.5,0.57,-2.926845,1.9,1.08,1.235,132,29,7.72638,20.29239,0.88,1.16,1.191,1.47,4.55,-4.8401,-4.0099,36.542172,4,4.1,-4.23458825,Fe_N_din6_s_c2_15,-608.202,0.5375882499999989
Fe_Fe_N_din6_s_c2_15,-616.438,Fe,Fe,N,din6,N_din6_s_c2_15,N_din6_s_c2_15,2,Fe_N_din6_s_c2_15,din6_s,Fe_N_din6_s_c2_15,N_din6_s_c2_15,-598.852,N,din6,Fe,-8.6197175,55.845,204,116,109,62.0,0.63,-1.906729,1.83,1.67,0.151,132,26,7.9024678,16.1992,0.95,1.16,1.227,1.77,4.93,-3.5769,-3.5542,12.365391,5,5.1,-8.6197175,Fe_N_din6_s_c2_15,-608.202,0.38371749999998883
Ir_Fe_N_din6_s_c2_15,-616.531,Ir,Fe,N,din6,N_din6_s_c2_15,N_din6_s_c2_15,2,Ir_N_din6_s_c2_15,din6_s,Fe_N_din6_s_c2_15,N_din6_s_c2_15,-598.852,N,din6,Ir,-9.56008375,192.217,213,122,115,54.0,0.68,-3.868823,2.2,1.87,1.5638,141,77,8.96702,17.0,1.16,1.468,1.227,1.83,5.55,-4.68,-4.614,27.414532,6,6.1,-9.56008375,Fe_N_din6_s_c2_15,-608.202,1.231083750000039
Ni_Fe_N_din6_s_c2_15,-613.819,Ni,Fe,N,din6,N_din6_s_c2_15,N_din6_s_c2_15,2,Ni_N_din6_s_c2_15,din6_s,Fe_N_din6_s_c2_15,N_din6_s_c2_15,-598.852,N,din6,Ni,-5.86878875,58.6934,197,110,101,49.0,0.49,-2.07977,1.91,1.76,1.156,124,28,7.639877,18.168837,0.96,1.22,1.139,1.75,5.2,-3.8312,-3.8116,32.738905,7,7.1,-5.86878875,Fe_N_din6_s_c2_15,-608.202,0.25178875000005974
Os_Fe_N_din6_s_c2_15,-618.213,Os,Fe,N,din6,N_din6_s_c2_15,N_din6_s_c2_15,2,Os_N_din6_s_c2_15,din6_s,Fe_N_din6_s_c2_15,N_din6_s_c2_15,-598.852,N,din6,Os,-11.839378,190.23,216,129,116,57.0,0.39,-3.768764,2.2,1.85,1.1,144,76,8.43823,17.0,1.17,1.48,1.266,1.85,5.4,-4.8388,-4.7568,11.933888,8,8.1,-11.839378,Fe_N_din6_s_c2_15,-608.202,1.8283780000000434
Pd_Fe_N_din6_s_c2_15,-613.288,Pd,Fe,N,din6,N_din6_s_c2_15,N_din6_s_c2_15,2,Pd_N_din6_s_c2_15,din6_s,Fe_N_din6_s_c2_15,N_din6_s_c2_15,-598.852,N,din6,Pd,-5.79450325,106.42,210,120,117,26.14,0.64,-2.545322,2.2,2.08,0.562,139,46,8.33686,19.43,1.08,1.37,0.0,1.67,5.45,-3.9539,-3.2835,33.052647,9,9.1,-5.79450325,Fe_N_din6_s_c2_15,-608.202,0.7085032500000352
Pt_Fe_N_din6_s_c2_15,-614.275,Pt,Fe,N,din6,N_din6_s_c2_15,N_din6_s_c2_15,2,Pt_N_din6_s_c2_15,din6_s,Fe_N_din6_s_c2_15,N_din6_s_c2_15,-598.852,N,din6,Pt,-6.8665185,195.084,213,123,112,48.0,0.6,-3.353229,2.2,1.91,2.128,136,78,8.95883,18.56,1.24,1.46,1.221,1.78,5.65,-5.3211,-5.2186,31.475568,10,10.1,-6.8665185,Fe_N_din6_s_c2_15,-608.202,0.7935185000000047
Rh_Fe_N_din6_s_c2_15,-615.107,Rh,Fe,N,din6,N_din6_s_c2_15,N_din6_s_c2_15,2,Rh_N_din6_s_c2_15,din6_s,Fe_N_din6_s_c2_15,N_din6_s_c2_15,-598.852,N,din6,Rh,-7.850822,102.9055,210,125,110,66.0,0.665,-3.069932,2.28,1.99,1.137,142,45,7.4589,18.08,1.11,1.41,1.364,1.76,5.4,-4.6611,-4.2897,29.253779,11,11.1,-7.850822,Fe_N_din6_s_c2_15,-608.202,0.945822000000021
Ru_Fe_N_din6_s_c2_15,-616.95,Ru,Fe,N,din6,N_din6_s_c2_15,N_din6_s_c2_15,2,Ru_N_din6_s_c2_15,din6_s,Fe_N_din6_s_c2_15,N_din6_s_c2_15,-598.852,N,din6,Ru,-9.8124665,101.07,213,125,114,72.0,0.68,-3.193722,2.2,1.97,1.05,146,44,7.3605,16.76,1.145,1.46,1.41,1.83,5.4,-3.9951,-3.6556,13.072705,12,12.1,-9.8124665,Fe_N_din6_s_c2_15,-608.202,1.0644664999999804
Zn_Fe_N_din6_s_c2_15,-610.256,Zn,Fe,N,din6,N_din6_s_c2_15,N_din6_s_c2_15,2,Zn_N_din6_s_c2_15,din6_s,Fe_N_din6_s_c2_15,N_din6_s_c2_15,-598.852,N,din6,Zn,-1.61724415,65.38,201,118,120,38.67,0.6,-7.791121,1.65,1.44,-0.62,122,30,9.394199,17.96439,0.82,1.06,1.065,1.32,4.1,-3.0469,-2.5297,20.965413,13,13.1,-1.61724415,Fe_N_din6_s_c2_15,-608.202,-0.43675584999994044
Ag_Fe_N_din6_s_c3_012,-610.461,Ag,Fe,N,din6,N_din6_s_c3_012,N_din6_s_c3_012,3,Ag_N_din6_s_c3_012,din6_s,Fe_N_din6_s_c3_012,N_din6_s_c3_012,-597.538,N,din6,Ag,-3.20700575,107.8682,211,128,139,55.0,0.67,-4.428868,1.93,1.07,1.302,145,47,7.576234,21.4844,1.045,1.33,1.286,1.39,4.45,-4.6571,-3.8832,36.830452,0,0.1,-3.20700575,Fe_N_din6_s_c3_012,-608.002,0.7480057499999475
Au_Fe_N_din6_s_c3_012,-611.217,Au,Fe,N,din6,N_din6_s_c3_012,N_din6_s_c3_012,3,Au_N_din6_s_c3_012,din6_s,Fe_N_din6_s_c3_012,N_din6_s_c3_012,-597.538,N,din6,Au,-3.8767095,196.966569,214,124,121,36.0,0.68,-4.095292,2.4,1.19,2.30863,136,79,9.225553,20.203,1.21,1.45,1.187,1.57,5.15,-6.623,-5.2894,36.974733,1,1.1,-3.8767095,Fe_N_din6_s_c3_012,-608.002,0.6617094999999154
Cd_Fe_N_din6_s_c3_012,-608.787,Cd,Fe,N,din6,N_din6_s_c3_012,N_din6_s_c3_012,3,Cd_N_din6_s_c3_012,din6_s,Fe_N_din6_s_c3_012,N_din6_s_c3_012,-597.538,N,din6,Cd,-1.2330587,112.414,218,136,144,46.0,0.78,-9.00195,1.69,1.4,-0.72,144,48,8.993822,16.908312,0.985,1.23,1.184,1.24,4.05,-5.5936,-1.1349,18.447707,2,2.1,-1.2330587,Fe_N_din6_s_c3_012,-608.002,0.4480586999999332
Co_Fe_N_din6_s_c3_012,-615.435,Co,Fe,N,din6,N_din6_s_c3_012,N_din6_s_c3_012,3,Co_N_din6_s_c3_012,din6_s,Fe_N_din6_s_c3_012,N_din6_s_c3_012,-597.538,N,din6,Co,-7.3844395,58.933194,200,111,103,55.0,0.58,-2.118685,1.88,1.72,0.6622,126,27,7.88101,17.0844,0.92,1.1,1.181,1.75,5.1,-3.9514,-3.8452,12.365391,3,3.1,-7.3844395,Fe_N_din6_s_c3_012,-608.002,-0.04856050000000778
Cu_Fe_N_din6_s_c3_012,-612.098,Cu,Fe,N,din6,N_din6_s_c3_012,N_din6_s_c3_012,3,Cu_N_din6_s_c3_012,din6_s,Fe_N_din6_s_c3_012,N_din6_s_c3_012,-597.538,N,din6,Cu,-4.23458825,63.546,196,112,115,46.5,0.57,-2.926845,1.9,1.08,1.235,132,29,7.72638,20.29239,0.88,1.16,1.191,1.47,4.55,-4.8401,-4.0099,36.542172,4,4.1,-4.23458825,Fe_N_din6_s_c3_012,-608.002,0.13858824999999797
Fe_Fe_N_din6_s_c3_012,-615.632,Fe,Fe,N,din6,N_din6_s_c3_012,N_din6_s_c3_012,3,Fe_N_din6_s_c3_012,din6_s,Fe_N_din6_s_c3_012,N_din6_s_c3_012,-597.538,N,din6,Fe,-8.6197175,55.845,204,116,109,62.0,0.63,-1.906729,1.83,1.67,0.151,132,26,7.9024678,16.1992,0.95,1.16,1.227,1.77,4.93,-3.5769,-3.5542,12.365391,5,5.1,-8.6197175,Fe_N_din6_s_c3_012,-608.002,0.9897174999999834
Ir_Fe_N_din6_s_c3_012,-615.659,Ir,Fe,N,din6,N_din6_s_c3_012,N_din6_s_c3_012,3,Ir_N_din6_s_c3_012,din6_s,Fe_N_din6_s_c3_012,N_din6_s_c3_012,-597.538,N,din6,Ir,-9.56008375,192.217,213,122,115,54.0,0.68,-3.868823,2.2,1.87,1.5638,141,77,8.96702,17.0,1.16,1.468,1.227,1.83,5.55,-4.68,-4.614,27.414532,6,6.1,-9.56008375,Fe_N_din6_s_c3_012,-608.002,1.9030837499999507
Ni_Fe_N_din6_s_c3_012,-613.231,Ni,Fe,N,din6,N_din6_s_c3_012,N_din6_s_c3_012,3,Ni_N_din6_s_c3_012,din6_s,Fe_N_din6_s_c3_012,N_din6_s_c3_012,-597.538,N,din6,Ni,-5.86878875,58.6934,197,110,101,49.0,0.49,-2.07977,1.91,1.76,1.156,124,28,7.639877,18.168837,0.96,1.22,1.139,1.75,5.2,-3.8312,-3.8116,32.738905,7,7.1,-5.86878875,Fe_N_din6_s_c3_012,-608.002,0.6397887499999797
Os_Fe_N_din6_s_c3_012,-617.1,Os,Fe,N,din6,N_din6_s_c3_012,N_din6_s_c3_012,3,Os_N_din6_s_c3_012,din6_s,Fe_N_din6_s_c3_012,N_din6_s_c3_012,-597.538,N,din6,Os,-11.839378,190.23,216,129,116,57.0,0.39,-3.768764,2.2,1.85,1.1,144,76,8.43823,17.0,1.17,1.48,1.266,1.85,5.4,-4.8388,-4.7568,11.933888,8,8.1,-11.839378,Fe_N_din6_s_c3_012,-608.002,2.7413779999999406
