"System","Metal","Hetatom","Cavity","Base_Cavity","y","Pred_00000","Train_00000"
"Au_P_din4_c2_s1","Au","P","din4_c2_s1","din4",0.264709500000034,0.641595111675108,"True"
"Ir_S_rol2_din2_a","Ir","S","rol2_din2_a","rol2_din2",0.209083750000001,0.042738663769192,"True"
"Rh_S_din4","Rh","S","din4","din4",2.18982199999994,2.39781822439607,"True"
"Ni_C_rol2_din2_c4","Ni","C","rol2_din2_c4","rol2_din2",-4.64421125000003,-4.69082029875938,"True"
"Ru_S_rol2_din2","Ru","S","rol2_din2","rol2_din2",2.67446649999997,2.56778058900471,"True"
"Cd_N_din3_c1","Cd","N","din3_c1","din3",0.728058700000005,0.930238354774703,"True"
"Cd_N_rol3","Cd","N","rol3","rol3",-1.51494129999993,-0.734558048982263,"True"
"Os_N_rol2_din2","Os","N","rol2_din2","rol2_din2",-0.829621999999983,-1.38041393294696,"True"
"Ag_S_rol3_c1","Ag","S","rol3_c1","rol3",1.12300574999994,1.34836079652327,"True"
"Os_S_rol2_din2","Os","S","rol2_din2","rol2_din2",3.90337799999996,3.38776351962247,"True"
"Au_P_rol3_c2","Au","P","rol3_c2","rol3",1.78770950000006,1.38324313023367,"True"
"Pt_P_rol2_din2_c3_a","Pt","P","rol2_din2_c3_a","rol2_din2",-5.54348149999997,-4.65683562099845,"True"
"Ag_S_rol2_din2_c2_s2","Ag","S","rol2_din2_c2_s2","rol2_din2",-0.371994250000065,-0.246151828685376,"True"
"Zn_P_rol2_din2","Zn","P","rol2_din2","rol2_din2",0.425244149999993,0.061911784243005,"True"
"Ir_N_din4_c2_s2","Ir","N","din4_c2_s2","din4",-1.48691625000003,-1.46052601311021,"True"
"Ru_S_rol2_din2_b","Ru","S","rol2_din2_b","rol2_din2",0.629466499999893,0.16555648306485,"True"
"Ir_P_din4_c2_s2","Ir","P","din4_c2_s2","din4",1.21208374999993,1.03153933262213,"True"
"Os_P_rol2_din2_c3_a","Os","P","rol2_din2_c3_a","rol2_din2",-3.37762199999998,-3.12268434219561,"True"
"Ir_S_din3_c1","Ir","S","din3_c1","din3",2.50208375000001,2.23047843691719,"True"
"Rh_S_rol2_din2_c2_s1","Rh","S","rol2_din2_c2_s1","rol2_din2",-1.76717800000005,-1.36644234488935,"True"
"Cu_P_din4_c2_s1","Cu","P","din4_c2_s1","din4",-0.285411749999982,0.180677146497376,"True"
"Rh_N_rol1_din2_c1_a","Rh","N","rol1_din2_c1_a","rol1_din2",0.574822000000046,0.881931082408473,"True"
"Ni_N_din4_c2_s1","Ni","N","din4_c2_s1","din4",-2.88721124999997,-2.39175074469955,"True"
"Fe_N_rol2_din2_c3_b","Fe","N","rol2_din2_c3_b","rol2_din2",-4.5772825,-4.6395320875271,"True"
"Pd_S_rol2_din2_c3_b","Pd","S","rol2_din2_c3_b","rol2_din2",-3.59749674999994,-3.78178494993701,"True"
"Rh_P_din4_c1","Rh","P","din4_c1","din4",-0.438177999999987,0.43064532899344,"True"
"Ru_N_rol2_din2_b","Ru","N","rol2_din2_b","rol2_din2",-2.20553350000003,-2.46510834383734,"True"
"Cu_S_rol2_din2_c2_s1","Cu","S","rol2_din2_c2_s1","rol2_din2",-1.55941174999998,-1.58896587141127,"True"
"Ru_S_rol2_din2_a","Ru","S","rol2_din2_a","rol2_din2",0.710466500000024,0.337473341834701,"True"
"Ir_N_rol3","Ir","N","rol3","rol3",0.93508375,0.278217569985636,"True"
"Ag_C_rol1_din2_c3","Ag","C","rol1_din2_c3","rol1_din2",1.17600574999994,0.903760093607318,"True"
"Co_N_rol3_c1","Co","N","rol3_c1","rol3",-2.23856050000005,-1.94563192595104,"False"
"Os_C_rol1_din2_c3","Os","C","rol1_din2_c3","rol1_din2",-0.680621999999982,-0.731282345162438,"True"
"Cd_N_din4_c2_s2","Cd","N","din4_c2_s2","din4",-0.386941300000005,-0.691463186164013,"True"
"Fe_S_rol2_din2_c2_d1","Fe","S","rol2_din2_c2_d1","rol2_din2",-1.16228249999993,-1.72801698397311,"True"
"Ir_S_rol2_din2_c2_s1","Ir","S","rol2_din2_c2_s1","rol2_din2",-1.44291625000004,-1.43295010237949,"True"
"Pd_C_rol2_din2_c4","Pd","C","rol2_din2_c4","rol2_din2",-4.87049674999996,-4.77313866179773,"True"
"Pt_N_rol2_din2_a","Pt","N","rol2_din2_a","rol2_din2",-3.98348150000002,-3.43092329507367,"True"
"Zn_P_din4_c2_d2","Zn","P","din4_c2_d2","din4",1.18024414999999,1.02714478741962,"True"
"Cd_S_rol1_din2_c1_a","Cd","S","rol1_din2_c1_a","rol1_din2",1.08905869999999,1.15311153743684,"True"
"Ru_N_rol2_din2_c3_b","Ru","N","rol2_din2_c3_b","rol2_din2",-3.30753350000001,-3.46601003199686,"True"
"Rh_N_rol2_din2","Rh","N","rol2_din2","rol2_din2",-2.38617799999997,-2.43357862898619,"True"
