"System","Metal","Hetatom","Cavity","Base_Cavity","y","Pred_00000","Train_00000"
"Fe_P_rol1_din2_c2_s2","Fe","P","rol1_din2_c2_s2","rol1_din2",-0.51928250000001,0.511311302702287,"True"
"Ag_S_din4_c3","Ag","S","din4_c3","din4",-0.051994249999901,0.138833654200819,"True"
"Pt_P_rol1_din2_c1_a","Pt","P","rol1_din2_c1_a","rol1_din2",2.79851850000002,2.10919691537021,"True"
"Zn_N_din4_c1","Zn","N","din4_c1","din4",-2.04775585000008,-2.19304544191631,"True"
"Cd_N_din4_c1","Cd","N","din4_c1","din4",-0.602941300000013,-0.589584520869011,"True"
"Pt_S_din4","Pt","S","din4","din4",2.79751850000004,2.55882169298436,"True"
"Fe_C_din4_c4","Fe","C","din4_c4","din4",-0.823282499999984,-0.943398743135603,"True"
"Au_N_rol1_din2_c1_b","Au","N","rol1_din2_c1_b","rol1_din2",1.75770949999997,1.23010979209633,"False"
"Os_N_rol3_c2","Os","N","rol3_c2","rol3",-1.98862199999997,-1.8184395542509,"True"
"Rh_N_rol3","Rh","N","rol3","rol3",-0.041177999999939,-0.290473493135665,"True"
"Co_S_rol3_c1","Co","S","rol3_c1","rol3",0.858439499999933,0.847412006562571,"True"
"Pt_S_rol1_din2","Pt","S","rol1_din2","rol1_din2",3.45251850000001,2.59376052193994,"True"
"Cd_P_rol2_din2_c2_s1","Cd","P","rol2_din2_c2_s1","rol2_din2",-1.69294130000004,-1.6765775067821,"True"
"Cu_S_din4_c1","Cu","S","din4_c1","din4",0.425588250000031,0.43414292079916,"True"
"Ru_S_rol1_din2_c1_a","Ru","S","rol1_din2_c1_a","rol1_din2",2.28946649999997,2.19396317909654,"True"
"Co_S_din3","Co","S","din3","din3",1.20543950000003,1.48187603194572,"True"
"Rh_S_rol3_c1","Rh","S","rol3_c1","rol3",1.13582199999997,1.12618083808604,"True"
"Zn_C_rol2_din2_c4","Zn","C","rol2_din2_c4","rol2_din2",-4.88075585000005,-4.64224906720502,"True"
"Ir_P_din4_c1","Ir","P","din4_c1","din4",1.35708375000003,0.7919692337406,"True"
"Ni_S_din4_c3","Ni","S","din4_c3","din4",-2.04321124999992,-1.37670789224195,"True"
"Cd_S_rol2_din2_b","Cd","S","rol2_din2_b","rol2_din2",0.556058699999979,0.515610973763612,"True"
